grass_region,category_group,seller_type,shopee_item_id,shopee_model_id,competitor_item_id,competitor_model_id,shopee_model_price_usd,shopee_model_price,competitor_model_price,shopee_gmv_usd,shopee_order,shopee_model_competitiveness_status
TH,FMCG,Mall,4724495268,3970719766,9480762178,8125088420,320.0023017,11675,10146,10879.36634,34,Shopee > CPT
ID,Lifestyle,Non-Mall,3692466299,3976951428,7680671337,2543957895,235.3416807,3643206,4210928,10825.71467,46,Shopee < CPT
VN,Lifestyle,Mall,1334282286,551163370,2834770160,8322858607,1.97222972,47979,50264,246.5265646,125,Shopee < CPT
PH,Fashion,Long Tail (LT),9929204675,4939419292,5390224569,3059162764,267.4075729,15130,16421,44119.36236,165,Shopee < CPT
VN,Fashion,Long Tail (LT),2049001419,8427596681,8079348212,5035854997,40.60477759,987812,988654,6821.597616,168,Shopee < CPT
TH,Electronics,Mall,8435444512,6615712231,4539742268,5905190678,297.9989545,10872,10034,36650.70643,123,Shopee > CPT
TH,FMCG,Non-Mall,7024388362,9437019084,4479815305,1624003719,105.2462058,3840,4354,4841.242651,46,Shopee < CPT
SG,Fashion,Mall,6279273265,160815171,4160146394,3289171902,379.7157907,517,524,11387.24716,30,Shopee < CPT
MY,Fashion,Cross Border,671499539,6845161319,7451382147,946662625,26.21749712,122,136,4190.963888,161,Shopee < CPT
ID,FMCG,Long Tail (LT),6163636966,19246500,6405538372,550369258,55.40062931,857629,944375,3157.834243,57,Shopee < CPT
TH,Lifestyle,Long Tail (LT),2578602302,8150580298,1950863674,330143933,15.78471373,575,591,1591.684596,101,Shopee < CPT
SG,Fashion,Mall,4335323003,3696208838,6851953264,9277645788,49.26042405,67,55,4427.150251,90,Shopee > CPT
VN,Fashion,Non-Mall,7745370763,5025283100,4260428296,9753162321,66.12135714,1608567,1811780,10777.7791,163,Shopee < CPT
PH,Lifestyle,Cross Border,7980632545,5060302510,6764610914,5882919510,35.72044589,2021,1649,6357.592252,178,Shopee > CPT
TH,FMCG,Non-Mall,8527911960,7057804628,4508616302,7431508517,119.975155,4377,4183,10556.67165,88,Shopee > CPT
TH,FMCG,Long Tail (LT),9168602850,876891527,2373162870,3799357571,0.1945931129,7,8,5.179998081,27,Shopee < CPT
TH,Fashion,Long Tail (LT),497105489,2372330284,5180236310,7513836858,6.195302417,226,264,359.2561632,58,Shopee < CPT
SG,FMCG,Mall,9963263432,6688943157,1696324228,1485389289,375.1040787,510,537,20219.52204,54,Shopee < CPT
TH,FMCG,Mall,3453155099,1453870720,3429504216,7477842200,187.5956755,6844,6772,17819.74155,95,Shopee > CPT
TH,Fashion,Long Tail (LT),6026786492,6511658739,9190753174,6654646563,264.5744559,9653,10355,39155.41365,148,Shopee < CPT
ID,Fashion,Mall,5368064729,1913491843,4700609819,9807870411,62.51448818,967755,1014907,8064.364523,129,Shopee < CPT
TH,Fashion,Long Tail (LT),5330637084,2465423615,1887902473,213345653,129.9477947,4741,4346,18971.01668,146,Shopee > CPT
TH,Fashion,Mall,8828176281,1059268999,6478758310,1189981982,0.09627573807,3,2,14.30666137,174,Shopee > CPT
SG,Lifestyle,Long Tail (LT),6718229750,6346729726,5431901788,8897372579,29.46908572,40,36,5726.662017,195,Shopee > CPT
TH,FMCG,Cross Border,6435388314,359277285,7975818219,8608749546,246.0635656,8977,8446,33460.9239,136,Shopee > CPT
ID,Fashion,Mall,5537774659,8168236818,3027666927,719633549,15.9108149,246307,267930,731.8963858,46,Shopee < CPT
PH,Electronics,Non-Mall,7943916317,4835155238,262474769,1982949771,155.8759783,8820,10395,7949.597059,51,Shopee < CPT
SG,Electronics,Cross Border,1686735498,4357699893,6518955163,1253515654,315.5051201,429,352,46300.06241,147,Shopee > CPT
ID,Lifestyle,Cross Border,9036424635,532382093,2388953680,7227371396,78.54355363,1215893,1452005,15394.53041,196,Shopee < CPT
ID,Lifestyle,Mall,8759741333,5093109989,4189805214,5211301483,241.9092815,3744876,3285420,44511.30028,184,Shopee > CPT
VN,FMCG,Mall,487227501,2181504205,15873746,7549061435,138.1264118,3360270,3936155,16851.42082,122,Shopee < CPT
VN,FMCG,Non-Mall,1931185675,201224404,249816547,7479017725,222.4643341,5412001,5730997,11123.21652,50,Shopee < CPT
ID,Lifestyle,Long Tail (LT),9960518288,9479429636,1163834962,8333506820,10.30513111,159528,151725,453.4241142,44,Shopee > CPT
SG,FMCG,Mall,374723041,2223185474,2935347203,1024706537,60.33143444,82,93,3853.015675,64,Shopee < CPT
PH,Electronics,Cross Border,4318911330,5849175796,8074388055,6885875190,363.3980854,20562,18522,35612.1165,98,Shopee > CPT
ID,FMCG,Cross Border,6848223074,4249834451,1627529407,8219913513,122.808,1901129,1822057,2578.967669,21,Shopee > CPT
ID,FMCG,Cross Border,2573930826,5628936466,8576768610,582048105,73.64264999,1140025,961539,5744.126482,78,Shopee > CPT
SG,FMCG,Mall,259592241,6577582617,4027839920,3950009333,128.2332082,174,185,11114.12944,87,Shopee < CPT
MY,FMCG,Mall,2528673555,227092111,5526183114,9452638181,46.67756724,218,236,5209.580199,112,Shopee < CPT
ID,Fashion,Cross Border,5062500928,7291486726,6197901737,7314755856,66.38839761,1027725,854788,5842.17564,88,Shopee > CPT
TH,Electronics,Mall,3808140780,7470165730,9103673305,3950546390,65.97415733,2407,2574,1253.422499,19,Shopee < CPT
SG,Electronics,Long Tail (LT),5979074778,6734976264,5898553952,7144478184,145.2275747,197,213,21116.69909,146,Shopee < CPT
SG,Lifestyle,Mall,6940397110,1058293827,6359153535,8500210308,338.9991546,461,467,18953.7829,56,Shopee < CPT
MY,Lifestyle,Non-Mall,5357839590,8196159466,1171604194,418789848,137.3341986,643,515,13170.74732,96,Shopee > CPT
MY,Fashion,Long Tail (LT),68705096,4401372799,2183786313,2537125239,142.9881469,670,782,6861.897904,48,Shopee < CPT
TH,FMCG,Mall,9279711994,7780794584,5294870916,1944721285,178.4916142,6512,7493,9816.233401,55,Shopee < CPT
TH,Fashion,Cross Border,8899341929,9093727953,9792400406,5043278993,98.82321524,3605,2919,17784.66008,180,Shopee > CPT
ID,FMCG,Long Tail (LT),3933962893,5634997860,8187244264,5331283430,338.9943693,5247802,5251715,61696.97129,182,Shopee < CPT
ID,Electronics,Mall,811330348,7632266333,189362593,6272929654,62.51483039,967760,953058,5876.389006,94,Shopee > CPT
MY,Lifestyle,Long Tail (LT),5692394285,741080846,5906840872,5921167865,15.00626183,70,75,2001.386889,134,Shopee < CPT
ID,FMCG,Cross Border,4393571003,710195288,4421645711,2430003807,56.72841254,878184,862991,7034.32163,124,Shopee > CPT
MY,Electronics,Cross Border,2387311298,9283229213,214504484,4471877621,63.32917911,296,241,11936.62986,189,Shopee > CPT
TH,Lifestyle,Non-Mall,1783745833,5324340432,9661490779,9770854722,65.52351586,2390,2778,3013.169254,46,Shopee < CPT
ID,Electronics,Long Tail (LT),3502309109,5943023336,1190713665,9113827336,220.0748994,3406869,3737123,13864.71671,63,Shopee < CPT
PH,FMCG,Non-Mall,3345120631,3098960952,7309991184,4013056854,10.40778099,588,530,717.0224799,69,Shopee > CPT
SG,Lifestyle,Cross Border,8050757828,1846259188,7801503121,2578771794,40.02577014,54,53,6303.733343,159,Shopee > CPT
ID,Fashion,Non-Mall,4746432698,1514060498,4905347373,7362371527,176.5979738,2733824,2466040,3885.154097,22,Shopee > CPT
ID,Lifestyle,Cross Border,8862738285,7681610256,5094589960,1546552364,131.2512872,2031835,2014709,9975.09512,76,Shopee > CPT
MY,Lifestyle,Mall,2252122308,274117490,2219883744,8037354719,36.67056982,171,138,510.8017283,14,Shopee > CPT
ID,Electronics,Cross Border,4625885143,5719071637,6638123705,6891009889,114.9053945,1778792,1603407,6434.698621,56,Shopee > CPT
ID,FMCG,Non-Mall,6862205658,2787716145,8633912808,8266844538,6.97200795,107930,124021,1331.651432,191,Shopee < CPT
ID,Fashion,Long Tail (LT),8409206604,7073816340,6940154411,3837740779,55.03847797,852023,1012805,4072.846613,74,Shopee < CPT
ID,Lifestyle,Cross Border,5271296299,8854859068,3809102895,4533607689,290.9531507,4504100,5210365,35205.32929,121,Shopee < CPT
MY,Fashion,Long Tail (LT),6402801849,7122253386,9237126400,2829090641,63.65519835,298,239,7502.85379,118,Shopee > CPT
ID,Lifestyle,Long Tail (LT),884108324,163075137,6507383036,4792822402,34.36732596,532023,451468,6701.623656,195,Shopee > CPT
TH,Fashion,Non-Mall,9373068838,1046182816,8325789888,8008608433,282.7263692,10315,11197,34490.29093,122,Shopee < CPT
TH,FMCG,Non-Mall,1300935565,9343408543,8803037149,8743133763,250.759914,9149,9386,6268.756937,25,Shopee < CPT
SG,Electronics,Long Tail (LT),3786312442,6153670864,8427441395,5502575808,192.9514597,262,265,35201.3509,183,Shopee < CPT
SG,Fashion,Cross Border,6773026890,6181811806,1136203341,9488346422,185.5370271,252,210,35337.90977,191,Shopee > CPT
SG,Lifestyle,Mall,9898695902,8028608639,590193239,7435874898,353.9075912,482,431,68298.52061,193,Shopee > CPT
MY,FMCG,Non-Mall,3657701650,9450416760,907473588,4398221793,27.06945464,126,150,3145.463274,117,Shopee < CPT
ID,Electronics,Long Tail (LT),1333579133,3353026552,9309120830,6250323694,127.7915075,1978276,2364938,12267.98204,96,Shopee < CPT
SG,FMCG,Mall,6440887086,8828001392,6398864668,4237415659,108.1921456,147,120,11116.332,103,Shopee > CPT
TH,Fashion,Mall,9036001164,5116616910,1111946778,3303900465,280.1514438,10221,10551,8123.799213,29,Shopee < CPT
TH,Fashion,Long Tail (LT),4536260609,912231412,3540568991,8043647763,279.4890401,10197,10035,1117.892919,4,Shopee > CPT
TH,Fashion,Long Tail (LT),2057242757,2097227903,9336997565,3858426965,37.48248975,1367,1250,5357.625423,143,Shopee > CPT
PH,Fashion,Long Tail (LT),5942245449,4561804361,4771296883,5442314627,389.870542,22060,18793,18323.55436,47,Shopee > CPT
ID,Fashion,Mall,6710128492,7216320554,5519323435,9882021812,35.14486456,544060,554735,3971.369142,113,Shopee < CPT
MY,Fashion,Mall,8598985886,199509586,3339637594,2508783775,203.2010473,952,1023,12593.80167,62,Shopee < CPT
SG,Electronics,Cross Border,3359296866,1427704689,3280187152,2102892413,157.482461,214,251,22781.8362,145,Shopee < CPT
ID,Lifestyle,Long Tail (LT),3626548640,2493793360,8772903525,4636590320,13.01648368,201501,211538,1470.857724,113,Shopee < CPT
ID,Fashion,Non-Mall,8862694272,6000761506,745935344,2486030295,13.21246471,204535,216356,541.7095701,41,Shopee < CPT
ID,Fashion,Cross Border,8763661079,6534227485,7837828903,3626059663,55.67507391,861877,766465,278.3750525,5,Shopee > CPT
TH,FMCG,Long Tail (LT),634842149,5756511382,947139447,8828545028,330.7516411,12067,10263,2976.525564,9,Shopee > CPT
VN,FMCG,Non-Mall,8515275014,524202679,2604979425,3141047463,45.69995444,1111765,913393,959.6984894,21,Shopee > CPT
TH,Fashion,Long Tail (LT),1914062289,5383248592,791659628,78448856,278.1195973,10147,9647,10011.70296,36,Shopee > CPT
ID,Lifestyle,Long Tail (LT),2540318813,7712218164,2707735018,9340374733,193.0782835,2988948,3543823,24714.01725,128,Shopee < CPT
MY,Lifestyle,Non-Mall,4321168796,6306257943,771029523,6902598467,209.5313562,982,827,22419.37377,107,Shopee > CPT
ID,FMCG,Cross Border,482640451,2132706252,1590462901,2705203064,65.87604224,1019794,1066147,1317.520752,20,Shopee < CPT
ID,Electronics,Non-Mall,3713703134,652777513,3034606786,9120457019,343.6141206,5319318,4856878,54634.64113,159,Shopee > CPT
ID,Fashion,Non-Mall,9114052032,5370949065,7533409496,4465374878,216.0339557,3344313,2823210,18578.91657,86,Shopee > CPT
MY,Lifestyle,Mall,4966447956,4109612610,1617850226,4070785994,233.0976396,1092,1096,33551.60826,144,Shopee < CPT
TH,Lifestyle,Long Tail (LT),2695487776,9428163289,5119670277,1469223478,28.87678333,1053,1000,5137.078097,178,Shopee > CPT
TH,FMCG,Mall,5225769570,418564156,7988725882,6509022494,234.807787,8567,10079,27001.90481,115,Shopee < CPT
TH,Electronics,Mall,5778841937,6547324204,4199241902,7516347258,29.76953608,1086,924,1011.990736,34,Shopee > CPT
ID,Fashion,Cross Border,8753643242,5927324473,8509655914,6995896063,331.359555,5129611,5500433,23195.16618,70,Shopee < CPT
SG,FMCG,Long Tail (LT),7207447189,4054091871,3464867270,6036443297,60.26405961,82,69,2046.914577,34,Shopee > CPT
SG,Lifestyle,Cross Border,8339597967,4075180556,9512961931,7216002279,41.73547233,56,61,3700.304688,90,Shopee < CPT
SG,Fashion,Non-Mall,7298143628,7637876796,8673577518,8285807883,428.3005958,583,467,65488.78529,153,Shopee > CPT
ID,Lifestyle,Long Tail (LT),2839071380,2539416890,5347972683,4573011801,23.30361125,360751,304122,3915.000678,168,Shopee > CPT
SG,FMCG,Long Tail (LT),6604398485,2594466627,47235286,5964146276,10.98157904,14,13,1798.759223,175,Shopee > CPT
ID,Electronics,Cross Border,399922454,2626730491,5651719711,6591672114,43.96701306,680631,597451,5583.807823,127,Shopee > CPT
ID,FMCG,Non-Mall,3301180641,203799568,5216931086,6126686323,87.70128447,1357659,1292432,16312.43009,186,Shopee > CPT
MY,Electronics,Non-Mall,5851384804,3522405929,9177480469,6992710163,152.2135162,713,780,14604.57673,96,Shopee < CPT
TH,FMCG,Mall,8162720307,7235758840,8522993564,6560361414,413.0904793,15072,17933,71876.66671,174,Shopee < CPT
ID,Lifestyle,Cross Border,5319169004,7397960544,2522706227,8203353313,27.03730343,418550,398287,4569.293627,169,Shopee > CPT
ID,Electronics,Long Tail (LT),6919598059,5455830158,1859092362,9269341518,220.9214218,3419974,3989052,42858.75495,194,Shopee < CPT
ID,Lifestyle,Long Tail (LT),3945560854,3846101125,6047642175,9962921378,314.1128712,4862624,4378070,35180.63939,112,Shopee > CPT
PH,Lifestyle,Non-Mall,2108770131,5614966941,8401137199,9517010962,136.8126923,7741,7430,11902.07479,87,Shopee > CPT
MY,Lifestyle,Non-Mall,4464269440,9412151052,4967059567,5550508532,24.07362366,112,121,2365.818531,99,Shopee < CPT
TH,Electronics,Non-Mall,2527326451,5709095022,7366376704,4922469264,44.75109102,1632,1490,7335.535061,164,Shopee > CPT
VN,Electronics,Non-Mall,6917823035,5406747416,8110038118,8002111010,130.2458425,3168555,2612221,10549.9108,81,Shopee > CPT
TH,Electronics,Long Tail (LT),2257484835,6019716003,3813461977,8614823704,42.70064918,1557,1748,1109.506256,26,Shopee < CPT
ID,Lifestyle,Non-Mall,7903025191,2030087361,8037995617,30873910,12.64676617,195778,227657,531.1634637,42,Shopee < CPT
ID,FMCG,Long Tail (LT),1667216587,6615588469,2859725890,8394290741,159.4298932,2468054,2411889,18493.86415,116,Shopee > CPT
ID,Fashion,Long Tail (LT),2061240654,958974027,5231738976,6780895406,4.273304511,66152,65152,243.5750783,57,Shopee > CPT
TH,Fashion,Cross Border,5559949658,5405329194,7528242209,9503001065,387.7565769,14147,13440,26753.53898,69,Shopee > CPT
SG,Lifestyle,Cross Border,8050110558,821362206,2828033152,8127908437,106.0980076,144,147,10360.85313,98,Shopee < CPT
TH,FMCG,Non-Mall,4031204336,3562043754,5746317026,7019237821,295.6841548,10788,12523,48194.37326,163,Shopee < CPT
ID,Fashion,Mall,5678082590,8817214560,2110129238,2116155262,73.01463048,1130302,1064537,3942.786602,54,Shopee > CPT
TH,Electronics,Cross Border,6904233895,8055105458,6332135232,8386707689,319.2472506,11648,9635,39905.17041,125,Shopee > CPT
ID,Electronics,Non-Mall,3270402463,7578717840,8621188764,7948038349,189.6461058,2935816,2459098,23516.11279,124,Shopee > CPT
VN,FMCG,Mall,4706466642,9263530458,9691793710,1286683970,45.33093002,1102788,1004885,906.6184359,20,Shopee > CPT
VN,Fashion,Long Tail (LT),3463834097,4167969354,3642174628,2411165577,85.51081507,2080264,2032789,15990.5197,187,Shopee > CPT
TH,Fashion,Long Tail (LT),6890747679,2133863488,4500590743,4348033035,60.30481935,2200,2371,7356.145424,122,Shopee < CPT
PH,Lifestyle,Mall,8577388728,9888082153,905355540,8956875523,19.3101146,1092,1054,366.6760922,19,Shopee > CPT
TH,Electronics,Mall,9808239015,7288191297,1987182532,1242090766,130.4610553,4760,5039,10567.19609,81,Shopee < CPT
TH,Lifestyle,Long Tail (LT),1339103740,6867481377,7131199784,2087212271,398.4668016,14538,15636,29086.75812,73,Shopee < CPT
MY,Fashion,Non-Mall,3242822065,9871141626,9235239447,3981147408,283.4667782,1328,1182,11050.72812,39,Shopee > CPT
VN,FMCG,Non-Mall,4206990096,3731415334,1391415044,9046800450,200.5411604,4878665,4606785,19051.40993,95,Shopee > CPT
ID,Lifestyle,Long Tail (LT),90661596,8016107964,8854012407,967274132,140.8371135,2180228,2273512,3802.600433,27,Shopee < CPT
ID,FMCG,Long Tail (LT),7729486612,6195104251,9806823154,5866621991,41.81918896,647381,609739,1505.488582,36,Shopee > CPT
TH,FMCG,Non-Mall,1015175272,4659271189,5667447600,5039957976,300.2319351,10954,11043,25518.75351,85,Shopee < CPT
ID,FMCG,Mall,552208396,4226428330,1859451556,9913993905,351.2527217,5437567,5751476,28451.46649,81,Shopee < CPT
VN,Electronics,Mall,6160227413,9365365829,9983109991,7745317159,123.848951,3012935,3564655,21178.16812,171,Shopee < CPT
TH,FMCG,Long Tail (LT),6779769600,190837922,4088776691,7644080522,11.51901835,420,435,1519.466104,132,Shopee < CPT
ID,Fashion,Long Tail (LT),2827372372,4962867667,9310420231,7876644594,221.0879704,3422552,2791704,21003.35519,95,Shopee > CPT
VN,FMCG,Cross Border,9711592658,8796693426,8388773990,5131209183,24.75986417,602345,530257,4209.172747,170,Shopee > CPT
ID,Electronics,Long Tail (LT),9512108133,4510964601,5916994258,5376992479,6.806078756,105361,114885,6.806046316,1,Shopee < CPT
VN,Electronics,Long Tail (LT),9537698223,926216885,1042910208,3122570558,375.4630653,9134077,9928650,57070.38142,152,Shopee < CPT
TH,Lifestyle,Cross Border,7976348624,610114835,687941939,9592034658,46.34641758,1691,1721,8852.068573,191,Shopee < CPT
TH,Electronics,Cross Border,9734591516,7817617198,6327273688,5273284073,114.5295134,4178,3972,17290.72397,151,Shopee > CPT
SG,Fashion,Long Tail (LT),767836967,2777298774,5762746955,3039373770,209.2483965,285,312,7114.276275,34,Shopee < CPT
PH,Lifestyle,Mall,6753849208,7340934777,4557764818,2392213880,261.7182191,14809,13432,30359.18281,116,Shopee > CPT
ID,FMCG,Mall,8471508398,1772541696,276046492,6023856215,72.44681254,1121512,1118457,9925.205517,137,Shopee > CPT
PH,Electronics,Non-Mall,7539436569,98199169,9216975380,985582728,200.994802,11373,13571,17687.4028,88,Shopee < CPT
ID,Lifestyle,Non-Mall,213530360,7902512932,8161691793,2063656910,4.211677898,65198,65695,711.7639611,169,Shopee < CPT
MY,FMCG,Cross Border,2617982029,4123294216,4912672581,7194753098,53.83659892,252,291,4516.56265,84,Shopee < CPT
ID,Electronics,Cross Border,787876912,4738823528,1864611270,966483555,13.96256824,216147,219842,460.7636058,33,Shopee < CPT
PH,Electronics,Non-Mall,434286938,4435457094,6816469343,7981275705,83.18581838,4706,4127,9481.196098,114,Shopee > CPT
MY,Lifestyle,Long Tail (LT),6021034621,9953110791,5444163793,3058027072,90.29199189,423,500,16245.79933,180,Shopee < CPT
SG,FMCG,Non-Mall,3488571976,8520773108,613422000,7743364078,126.3761603,172,189,17047.83231,135,Shopee < CPT
TH,FMCG,Long Tail (LT),4447224266,1449464778,8979072058,345870244,198.9311532,7258,7650,30435.20206,153,Shopee < CPT
TH,FMCG,Cross Border,4189933208,3917844490,8347236339,7611556977,49.82529088,1817,2148,3386.348375,68,Shopee < CPT
ID,Fashion,Mall,2380084742,3309781203,9462106036,4912747946,128.5700378,1990328,1678630,11828.44068,92,Shopee > CPT
SG,Fashion,Non-Mall,9471055737,6937702816,1639102110,5656941922,214.6583046,292,343,42447.78092,198,Shopee < CPT
ID,Lifestyle,Non-Mall,2414042168,1683047935,2098161061,1465939283,55.84104391,864447,1023722,9995.543619,179,Shopee < CPT
TH,Lifestyle,Non-Mall,7692443641,6655948585,7139709353,2873607657,314.3953468,11471,13151,38041.22073,121,Shopee < CPT
ID,FMCG,Mall,3177766870,3350473737,7719185504,5398466555,21.09040058,326489,278681,695.9812022,33,Shopee > CPT
ID,Electronics,Cross Border,9561643161,9710254607,5573823783,2819956191,76.53327859,1184773,1358707,13469.85227,176,Shopee < CPT
TH,Fashion,Long Tail (LT),3732703486,7771065605,4061770968,3897784513,139.8095765,5101,4166,8248.502871,59,Shopee > CPT
TH,Electronics,Long Tail (LT),346714969,5183201990,1966243654,2504316295,131.2027624,4787,4434,23353.4595,178,Shopee > CPT
ID,FMCG,Mall,6832280446,8724344601,107568614,305064170,146.3910996,2266207,1871823,12296.8501,84,Shopee > CPT
TH,Electronics,Mall,2997385904,5544636619,489583645,793424353,254.5725232,9288,7943,30547.18869,120,Shopee > CPT
PH,FMCG,Non-Mall,5834086614,1767175466,7283752688,9100608002,96.93319644,5484,6046,15313.02135,158,Shopee < CPT
TH,FMCG,Mall,8606959771,6896301878,8521988964,5153468789,33.61012164,1226,1347,537.6235046,16,Shopee < CPT
PH,Fashion,Long Tail (LT),4421195926,4440262587,9812454094,4367205218,8.352792521,472,464,867.5243885,104,Shopee > CPT
PH,Fashion,Mall,439515074,6762604301,4901628380,1779507770,106.5340527,6028,4856,10227.06065,96,Shopee > CPT
MY,Fashion,Long Tail (LT),2504403201,4108050064,9167656459,443399699,97.69377673,457,405,17454.09932,179,Shopee > CPT
TH,FMCG,Cross Border,2277752521,9594475015,1750997466,1538323461,42.6984481,1557,1805,1962.972606,46,Shopee < CPT
ID,Fashion,Long Tail (LT),6340111663,3386150230,6759912704,2584070185,159.615434,2470926,2550491,5746.153936,36,Shopee < CPT
ID,Lifestyle,Long Tail (LT),8665889181,2719092089,5635240611,81684118,119.5558915,1850784,1664741,3706.230677,31,Shopee > CPT
PH,Fashion,Mall,3635919245,976819527,1469131731,3938947967,372.9899842,21105,17058,67137.35332,180,Shopee > CPT
SG,Fashion,Cross Border,9559322326,9428688486,6013715816,4952193307,47.34149298,64,69,3524.099703,75,Shopee < CPT
ID,FMCG,Mall,2385810057,350508270,8360534875,4964579135,144.1574017,2231628,1825754,15713.15216,109,Shopee > CPT
VN,FMCG,Cross Border,1559725381,1539976888,9022957202,2504404439,44.12178134,1073372,1153480,8427.255246,191,Shopee < CPT
MY,Fashion,Long Tail (LT),4568710736,4816432871,5256897922,2706837652,157.9595474,740,660,1894.703153,12,Shopee > CPT
ID,Fashion,Long Tail (LT),2203368581,3386355194,5453347443,9532856412,34.13810955,528475,436614,2970.015503,87,Shopee > CPT
VN,Electronics,Long Tail (LT),6378722949,3135051879,240843669,1215750350,121.1934447,2948333,2438960,3999.382962,33,Shopee > CPT
ID,Electronics,Cross Border,8355609684,9673684574,9493802795,7200598572,66.1551672,1024115,1139243,6880.136946,104,Shopee < CPT
SG,Electronics,Long Tail (LT),6084552763,8739094984,5594911196,4949681357,2.617686942,3,2,13.21537388,6,Shopee > CPT
TH,FMCG,Cross Border,8600747590,4814033946,1342396798,1292320459,15.98303335,583,509,1102.517369,69,Shopee > CPT
ID,Fashion,Long Tail (LT),9222717553,9927466052,9156379638,4440656950,14.60885578,226152,190949,847.3121669,58,Shopee > CPT
ID,Fashion,Cross Border,7340115202,4658560392,2321201451,3102343596,199.8390879,3093609,2499967,14188.57524,71,Shopee > CPT
TH,Electronics,Long Tail (LT),928489212,939259728,9101545801,6056900355,173.0426548,6313,6928,19724.61047,114,Shopee < CPT
ID,Electronics,Long Tail (LT),3139958919,8420081855,6677031853,9067670426,254.1022484,3933629,3798384,14229.72281,56,Shopee > CPT
ID,FMCG,Non-Mall,3645911285,745863559,1344822038,4523778560,213.3696567,3303068,3346282,7041.196602,33,Shopee < CPT
SG,FMCG,Non-Mall,9503181648,8978617481,4063806412,6259459666,15.22767058,20,20,2907.382255,198,Shopee = CPT
TH,Lifestyle,Mall,9110585688,9641492172,3137317868,342952216,57.47658328,2097,2139,1494.306113,26,Shopee < CPT
MY,FMCG,Non-Mall,4755437059,701168563,835735267,1273433701,49.80029837,233,193,4026.884301,81,Shopee > CPT
ID,FMCG,Cross Border,9774438446,3471608898,2204458331,2555373515,59.21252948,916639,781077,11368.79868,192,Shopee > CPT
VN,Fashion,Cross Border,1997739919,1913490276,5063568696,5162761177,29.28945584,712539,711195,5506.415867,188,Shopee > CPT
ID,Lifestyle,Long Tail (LT),2179823658,2600836501,7530880112,6881981093,38.03148159,588746,670265,38.03145893,1,Shopee < CPT
ID,Fashion,Cross Border,6227234458,2801011223,8730036681,9619092519,44.03884666,681743,613103,88.07764607,2,Shopee > CPT
ID,Fashion,Cross Border,3161783413,1754747506,7372772597,7382818465,17.5609589,271852,305903,1598.044766,91,Shopee < CPT
TH,Lifestyle,Non-Mall,5688891629,1884117806,3257938911,4443131419,111.9935789,4086,4606,1791.786003,16,Shopee < CPT
ID,Electronics,Long Tail (LT),6164039941,7722161670,8473719426,6918442724,1.646610834,25490,26493,92.20890798,56,Shopee < CPT
PH,Fashion,Long Tail (LT),8498757869,5436647674,9548952639,2801089978,84.65976037,4790,4260,14814.25845,175,Shopee > CPT
MY,Electronics,Non-Mall,5929505275,2906361521,1031872880,4175700831,51.62953845,241,282,4473.675788,87,Shopee < CPT
TH,FMCG,Long Tail (LT),4560284750,3953884138,7518180002,5214550963,343.7683987,12542,10310,6187.384375,18,Shopee > CPT
SG,Fashion,Long Tail (LT),3934278814,2976273498,9497193224,7413337845,65.0990592,88,77,12211.00547,189,Shopee > CPT
ID,Electronics,Mall,1046796335,9717014219,9935082901,1586862922,106.0767625,1642121,1704202,15593.28103,147,Shopee < CPT
ID,Lifestyle,Mall,7270879517,8784746894,4581930526,2752766560,146.6706715,2270535,1844043,13787.04112,94,Shopee > CPT
ID,Fashion,Mall,7294149944,5865650466,1743342219,768660529,19.45916298,301237,310923,2626.98201,135,Shopee < CPT
VN,Lifestyle,Mall,378867441,4464423567,6291241499,6428259296,23.5741011,573498,652021,777.9440551,33,Shopee < CPT
TH,FMCG,Long Tail (LT),168165077,3430551174,5229145340,1679152824,224.3531019,8185,8583,16151.72735,72,Shopee < CPT
TH,Lifestyle,Cross Border,1727185620,1637386592,7700763663,342664775,41.97302283,1531,1270,4741.561948,113,Shopee > CPT
ID,Electronics,Non-Mall,2952796711,1278312287,8019532653,8330390879,329.3688631,5098794,4273973,54016.48629,164,Shopee > CPT
ID,Electronics,Cross Border,7961983844,1219161290,532319090,1254545460,141.7151991,2193822,2275248,26217.31016,185,Shopee < CPT
TH,Electronics,Long Tail (LT),1939855914,9693008439,281056434,2282037630,147.9361983,5397,6433,6804.215258,46,Shopee < CPT
MY,FMCG,Long Tail (LT),2367073272,9878276646,4247137674,9436748561,9.271202233,43,43,1789.086254,195,Shopee = CPT
ID,Fashion,Cross Border,3363187907,712221778,8296687860,1148647007,34.70607995,537267,549667,173.5302477,5,Shopee < CPT
ID,Electronics,Long Tail (LT),5993439971,4128311899,2858787897,9462401834,77.58383835,1201036,1222667,15206.4246,196,Shopee < CPT
SG,FMCG,Non-Mall,5564674102,3723579394,8249491356,6385840447,61.76906581,84,91,493.3739584,8,Shopee < CPT
SG,Lifestyle,Long Tail (LT),1282640463,5860232329,7467324567,6441026502,3.656708526,4,3,182.0784846,62,Shopee > CPT
ID,FMCG,Long Tail (LT),4542548984,9121014720,9240138799,322987910,14.11589744,218521,174827,1228.082232,87,Shopee > CPT
TH,Fashion,Cross Border,4250852248,4230188279,6665222612,6374936249,206.1759021,7522,6944,7834.020802,38,Shopee > CPT
ID,FMCG,Cross Border,5831913172,3956943810,1798193450,3446262041,311.3427113,4819740,5672152,18991.90207,61,Shopee < CPT
